analysis_accession	study_accession	sample_accession	analysis_type	tax_id	scientific_name	submitted_ftp
ERZ324276	PRJEB9586	SAMEA3302703	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324276/LP6005442-DNA_G12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324276/LP6005442-DNA_G12.srt.aln.bam.bai
ERZ324282	PRJEB9586	SAMEA3302748	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324282/LP6005442-DNA_H11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324282/LP6005442-DNA_H11.srt.aln.bam.bai
ERZ324286	PRJEB9586	SAMEA3302773	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324286/LP6005443-DNA_A03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324286/LP6005443-DNA_A03.srt.aln.bam.bai
ERZ324311	PRJEB9586	SAMEA3302889	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324311/LP6005443-DNA_D05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324311/LP6005443-DNA_D05.srt.aln.bam.bai
ERZ324290	PRJEB9586	SAMEA3302744	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324290/LP6005443-DNA_A12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324290/LP6005443-DNA_A12.srt.aln.bam.bai
ERZ324291	PRJEB9586	SAMEA3302864	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324291/LP6005443-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324291/LP6005443-DNA_B01.srt.aln.bam.bai
ERZ324312	PRJEB9586	SAMEA3302778	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324312/LP6005443-DNA_D06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324312/LP6005443-DNA_D06.srt.aln.bam.bai
ERZ324313	PRJEB9586	SAMEA3302657	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324313/LP6005443-DNA_D07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324313/LP6005443-DNA_D07.srt.aln.bam.bai
ERZ324317	PRJEB9586	SAMEA3302727	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324317/LP6005443-DNA_E02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324317/LP6005443-DNA_E02.srt.aln.bam.bai
ERZ324293	PRJEB9586	SAMEA3302670	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324293/LP6005443-DNA_B03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324293/LP6005443-DNA_B03.srt.aln.bam.bai
ERZ324318	PRJEB9586	SAMEA3302853	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324318/LP6005443-DNA_E05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324318/LP6005443-DNA_E05.srt.aln.bam.bai
ERZ324297	PRJEB9586	SAMEA3302772	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324297/LP6005443-DNA_B08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324297/LP6005443-DNA_B08.srt.aln.bam.bai
ERZ324302	PRJEB9586	SAMEA3302752	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324302/LP6005443-DNA_C04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324302/LP6005443-DNA_C04.srt.aln.bam.bai
ERZ324304	PRJEB9586	SAMEA3302643	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324304/LP6005443-DNA_C07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324304/LP6005443-DNA_C07.srt.aln.bam.bai
ERZ324320	PRJEB9586	SAMEA3302626	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324320/LP6005443-DNA_E07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324320/LP6005443-DNA_E07.srt.aln.bam.bai
ERZ324305	PRJEB9586	SAMEA3302671	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324305/LP6005443-DNA_C08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324305/LP6005443-DNA_C08.srt.aln.bam.bai
ERZ324321	PRJEB9586	SAMEA3302746	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324321/LP6005443-DNA_E08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324321/LP6005443-DNA_E08.srt.aln.bam.bai
ERZ324306	PRJEB9586	SAMEA3302819	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324306/LP6005443-DNA_C09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324306/LP6005443-DNA_C09.srt.aln.bam.bai
ERZ324327	PRJEB9586	SAMEA3302831	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324327/LP6005443-DNA_F03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324327/LP6005443-DNA_F03.srt.aln.bam.bai
ERZ324307	PRJEB9586	SAMEA3302739	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324307/LP6005443-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324307/LP6005443-DNA_D01.srt.aln.bam.bai
ERZ324309	PRJEB9586	SAMEA3302660	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324309/LP6005443-DNA_D03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324309/LP6005443-DNA_D03.srt.aln.bam.bai
ERZ324336	PRJEB9586	SAMEA3302856	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324336/LP6005443-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324336/LP6005443-DNA_G03.srt.aln.bam.bai
ERZ324315	PRJEB9586	SAMEA3302911	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324315/LP6005443-DNA_D09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324315/LP6005443-DNA_D09.srt.aln.bam.bai
ERZ324316	PRJEB9586	SAMEA3302832	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324316/LP6005443-DNA_E01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324316/LP6005443-DNA_E01.srt.aln.bam.bai
ERZ324337	PRJEB9586	SAMEA3302654	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324337/LP6005443-DNA_G04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324337/LP6005443-DNA_G04.srt.aln.bam.bai
ERZ324340	PRJEB9586	SAMEA3302858	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324340/LP6005443-DNA_G08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324340/LP6005443-DNA_G08.srt.aln.bam.bai
ERZ324319	PRJEB9586	SAMEA3302687	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324319/LP6005443-DNA_E06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324319/LP6005443-DNA_E06.srt.aln.bam.bai
ERZ324323	PRJEB9586	SAMEA3302797	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324323/LP6005443-DNA_E10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324323/LP6005443-DNA_E10.srt.aln.bam.bai
ERZ324325	PRJEB9586	SAMEA3302817	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324325/LP6005443-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324325/LP6005443-DNA_F01.srt.aln.bam.bai
ERZ324326	PRJEB9586	SAMEA3302849	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324326/LP6005443-DNA_F02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324326/LP6005443-DNA_F02.srt.aln.bam.bai
ERZ324329	PRJEB9586	SAMEA3302814	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324329/LP6005443-DNA_F06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324329/LP6005443-DNA_F06.srt.aln.bam.bai
ERZ324342	PRJEB9586	SAMEA3302909	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324342/LP6005443-DNA_H01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324342/LP6005443-DNA_H01.srt.aln.bam.bai
ERZ324330	PRJEB9586	SAMEA3302704	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324330/LP6005443-DNA_F07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324330/LP6005443-DNA_F07.srt.aln.bam.bai
ERZ324347	PRJEB9586	SAMEA3302668	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324347/LP6005443-DNA_H08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324347/LP6005443-DNA_H08.srt.aln.bam.bai
ERZ324332	PRJEB9586	SAMEA3302698	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324332/LP6005443-DNA_F10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324332/LP6005443-DNA_F10.srt.aln.bam.bai
ERZ324352	PRJEB9586	SAMEA3302839	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324352/LP6005519-DNA_B04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324352/LP6005519-DNA_B04.srt.aln.bam.bai
ERZ324335	PRJEB9586	SAMEA3302630	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324335/LP6005443-DNA_G02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324335/LP6005443-DNA_G02.srt.aln.bam.bai
ERZ324354	PRJEB9586	SAMEA3302895	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324354/LP6005519-DNA_B06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324354/LP6005519-DNA_B06.srt.aln.bam.bai
ERZ324359	PRJEB9586	SAMEA3302784	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324359/LP6005519-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324359/LP6005519-DNA_D01.srt.aln.bam.bai
ERZ324339	PRJEB9586	SAMEA3302622	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324339/LP6005443-DNA_G07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324339/LP6005443-DNA_G07.srt.aln.bam.bai
ERZ324341	PRJEB9586	SAMEA3302618	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324341/LP6005443-DNA_G11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324341/LP6005443-DNA_G11.srt.aln.bam.bai
ERZ324361	PRJEB9586	SAMEA3302725	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324361/LP6005519-DNA_D04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324361/LP6005519-DNA_D04.srt.aln.bam.bai
ERZ324344	PRJEB9586	SAMEA3302641	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324344/LP6005443-DNA_H03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324344/LP6005443-DNA_H03.srt.aln.bam.bai
ERZ324363	PRJEB9586	SAMEA3302696	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324363/LP6005519-DNA_D06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324363/LP6005519-DNA_D06.srt.aln.bam.bai
ERZ324350	PRJEB9586	SAMEA3302714	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324350/LP6005519-DNA_A05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324350/LP6005519-DNA_A05.srt.aln.bam.bai
ERZ324356	PRJEB9586	SAMEA3302740	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324356/LP6005519-DNA_C04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324356/LP6005519-DNA_C04.srt.aln.bam.bai
ERZ324365	PRJEB9586	SAMEA3302861	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324365/LP6005519-DNA_E05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324365/LP6005519-DNA_E05.srt.aln.bam.bai
ERZ324357	PRJEB9586	SAMEA3302610	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324357/LP6005519-DNA_C05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324357/LP6005519-DNA_C05.srt.aln.bam.bai
ERZ324362	PRJEB9586	SAMEA3302742	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324362/LP6005519-DNA_D05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324362/LP6005519-DNA_D05.srt.aln.bam.bai
ERZ324367	PRJEB9586	SAMEA3302672	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324367/LP6005519-DNA_F03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324367/LP6005519-DNA_F03.srt.aln.bam.bai
ERZ324371	PRJEB9586	SAMEA3302829	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324371/LP6005519-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324371/LP6005519-DNA_G03.srt.aln.bam.bai
ERZ324373	PRJEB9586	SAMEA3302645	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324373/LP6005519-DNA_H03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324373/LP6005519-DNA_H03.srt.aln.bam.bai
ERZ324376	PRJEB9586	SAMEA3302799	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324376/LP6005592-DNA_A04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324376/LP6005592-DNA_A04.srt.aln.bam.bai
ERZ324381	PRJEB9586	SAMEA3302875	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324381/LP6005592-DNA_C01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324381/LP6005592-DNA_C01.srt.aln.bam.bai
ERZ324387	PRJEB9586	SAMEA3302863	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324387/LP6005592-DNA_D04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324387/LP6005592-DNA_D04.srt.aln.bam.bai
ERZ324394	PRJEB9586	SAMEA3302634	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324394/LP6005592-DNA_H01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324394/LP6005592-DNA_H01.srt.aln.bam.bai
ERZ324395	PRJEB9586	SAMEA3302908	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324395/LP6005592-DNA_H03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324395/LP6005592-DNA_H03.srt.aln.bam.bai
ERZ324529	PRJEB9586	SAMEA3302719	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324529/SS6004478.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324529/SS6004478.srt.aln.bam.bai
ERZ324368	PRJEB9586	SAMEA3302788	REFERENCE_ALIGNMENT			ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324368/LP6005519-DNA_F04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324368/LP6005519-DNA_F04.srt.aln.bam.bai
ERZ324532	PRJEB9586	SAMEA3302666	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324532/SS6004467.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324532/SS6004467.srt.aln.bam.bai
ERZ324370	PRJEB9586	SAMEA3302709	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324370/LP6005519-DNA_G02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324370/LP6005519-DNA_G02.srt.aln.bam.bai
ERZ324542	PRJEB9586	SAMEA3302876	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324542/SS6004474.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324542/SS6004474.srt.aln.bam.bai
ERZ324375	PRJEB9586	SAMEA3302651	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324375/LP6005592-DNA_A02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324375/LP6005592-DNA_A02.srt.aln.bam.bai
ERZ324545	PRJEB9586	SAMEA3302896	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324545/LP6005677-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324545/LP6005677-DNA_F01.srt.aln.bam.bai
ERZ324377	PRJEB9586	SAMEA3449879	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324377/LP6005592-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324377/LP6005592-DNA_B01.srt.aln.bam.bai
ERZ324869	PRJEB9586	SAMEA3302635	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324869/LP6005441-DNA_A05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324869/LP6005441-DNA_A05.srt.aln.bam.bai
ERZ324875	PRJEB9586	SAMEA3302659	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324875/LP6005441-DNA_A08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324875/LP6005441-DNA_A08.srt.aln.bam.bai
ERZ324378	PRJEB9586	SAMEA3302905	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324378/LP6005592-DNA_B02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324378/LP6005592-DNA_B02.srt.aln.bam.bai
ERZ325059	PRJEB9586	SAMEA3449878	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ325/ERZ325059/LP6005443-DNA_C01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ325/ERZ325059/LP6005443-DNA_C01.srt.aln.bam.bai
ERZ329670	PRJEB9586	SAMEA3302840	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329670/LP6005441-DNA_F04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329670/LP6005441-DNA_F04.srt.aln.bam.bai
ERZ324380	PRJEB9586	SAMEA3302907	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324380/LP6005592-DNA_B04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324380/LP6005592-DNA_B04.srt.aln.bam.bai
ERZ329671	PRJEB9586	SAMEA3302765	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329671/LP6007069-DNA_A01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329671/LP6007069-DNA_A01.srt.aln.bam.bai
ERZ324383	PRJEB9586	SAMEA3302769	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324383/LP6005592-DNA_C03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324383/LP6005592-DNA_C03.srt.aln.bam.bai
ERZ375376	PRJEB9586	SAMEA3302733	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375376/SS6004480.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375376/SS6004480.annotated.nh2.vcf.gz.tbi
ERZ324385	PRJEB9586	SAMEA3302851	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324385/LP6005592-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324385/LP6005592-DNA_D01.srt.aln.bam.bai
ERZ375381	PRJEB9586	SAMEA3302751	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375381/LP6005442-DNA_C10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375381/LP6005442-DNA_C10.annotated.nh2.vcf.gz.tbi
ERZ375386	PRJEB9586	SAMEA3302896	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375386/LP6005677-DNA_F01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375386/LP6005677-DNA_F01.annotated.nh2.vcf.gz.tbi
ERZ324388	PRJEB9586	SAMEA3302705	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324388/LP6005592-DNA_E01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324388/LP6005592-DNA_E01.srt.aln.bam.bai
ERZ375387	PRJEB9586	SAMEA3302858	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375387/LP6005443-DNA_G08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375387/LP6005443-DNA_G08.annotated.nh2.vcf.gz.tbi
ERZ324389	PRJEB9586	SAMEA3302699	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324389/LP6005592-DNA_E02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324389/LP6005592-DNA_E02.srt.aln.bam.bai
